prediction,tweet
0,@THEINTENSITY: The worst part is the apathy the administration has for informing the public of timely info about Ebola @realDonaldTrump
0,@wethePOL: @realDonaldTrump @Nan_Imburgia Trump for President! ! Please!!!
0,@brandotut: @realDonaldTrump calls a spade a spade would be a breathe of fresh air in Washington.
0,@jp_worldwide: @realDonaldTrump no common sense in Washington
1,@Jamaface: @realDonaldTrump THANK YOU! EXACTLY!
0,@CarnivoreKing: @realDonaldTrump We can't just stop flights. It might offend the west Africans and we can't do that!
0,@AB8TN: @realDonaldTrump our troops are trained to put a 7.62mm through a fleas ass from 1000m not fight a virus
0,@Anthony01286381: @realDonaldTrump Wtg @realDonaldTrump for president i vote for u
0,@Nan_Imburgia: @realDonaldTrump Why is it O makes absolutely no sense while Donald Trump makes perfect sense!!!
1,@kimgt15: @realDonaldTrump RUN FOR PRESIDENT! Save us!
1,The United States must immediately institute strong travel restrictions or Ebola will be all over the United States-a plague like no other!
0,How dumb is our president to send thousands of poorly trained and ill-equipped soldiers over to West Africa to fight Ebola. Stop all flights
1,@ChaseHassey: @realDonaldTrump DONALD TRUMP FOR PRESIDENT! Please run. No one will defeat you. Thank you!
0,Here we go! I stated long ago that we should cancel all flights from West Africa. Now we have Ebola in U.S. AND IT WILL ONLY GET WORSE!
0,President Obama should stay out of the Hong Kong protests we have enough problems in our own country!Can't even properly police White House
0,Success seems to be connected with action. Successful people keep moving. They make mistakes but they don't quit. - Conrad Hilton
0,Fact--Obama does not read his intelligence briefings nor does he get briefed in person by the CIA or DOD. Too busy I guess!
0,'Everything in Dubai': Learn from Emirate's rebound says @DonaldTrumpJr http://t.co/jv8j6N3II6 via @Emirates247 by @Parag1301
0,"Via @Newsmax_Media by @wandacarruthers: ""Trump: 'Inconceivable' Obama didn't know about ISIS threat""  http://t.co/2MoL3MrXgv"
1,Keep your momentum. Without momentum a lot of great ideas go nowhere.
1,I've realized that success requires 100% effort and 100% focus. Nothing less. Get out there and go for it.
1,Excited to see @SixteenChicagos  elevated fine dining explored by @USAToday @10Best! http://t.co/f9VNMdH5ip
0,Our views trump the rest for the #Thanksgiving #MacysParade. Stay @TrumpNewYork for exclusive parade access http://t.co/uH6a7k9xvp
1,36 hrs Central Park as seen in @nytimes including a stop @TrumpNewYork for a bite in @Nougatine_NYC. Full article http://t.co/dhLnMUxKW0
1,"@__________IAN: I saw Donald Trump on Lifestyles of the Rich and Famous when I was 4.That man must of had a drink -&gt;fountain of youth.,09-30-2014 10:20:20,25,45,false,516895311353356288"
0,It wasn't only that Obama saluted a Marine with a cup of coffee in his hand but why the hell does he have to exit a heli holding coffee?
1,@Tizrobbie: What a stunning hotel! Great work! @realDonaldTrump http://t.co/MCePJwuG1U  Thank you!
1,"@CortneyKahrs:Why should Mr.Trump know who two random people are. He's a celebrity. He gets a ton of tweets and was just trying to be nice.,09-30-2014 06:07:31,15,59,false,516831689369473024"
1,@Irishfoodtrail @R47R  We were at the Trump Int'l a few weeks ago it's one of the best hotels I've ever stayed in for many reasons Thanks.
0,Jeanne Shaheen wants amnesty for illegals placed the deciding vote for  ObamaCare &amp; opposes the 2nd Amendment. Vote her out in November!
1,Interesting case from UK re @stellacreasy and abusive troll http://t.co/1zW0zhV5ic
0,Obama:I will destroy ISIS = Obama: If you like your healthcare plan you can keep your plan.
0,Runaway Obamacare Spending Will Cost Democrats http://t.co/J3TEY8jGRP via @BloombergView by @lanheechen
1,Must watch for all Georgians @Perduesenates new ad Secure Our Border https://t.co/KhnHd5i13r Michelle Nunn supports amnesty &amp; ObamaCare
0,Inside Donald Trump's Scottish golf course  http://t.co/5O77c1c4zR via @TelegraphSport
1,@Joeyssmyth @realDonaldTrump played turnberry ailsa today it was awesome good job
0,Via @HorsetalkNZ: NYs Central Park Horse Show a huge success  http://t.co/IiFjSYuPYv
1,@000HermanSJr000 @Hotelied  @TrumpChicago Never ceases to amaze. Trump is the int'l brand that never settles for less than the best Thanks
0,@21stCenturyAsh @realDonaldTrump @TrumpTowerNY And last time I was there it was immaculately clean too Very important.
1,Johnny MillerGreat job this weekend. Most insightful and tough. See you at Doral.
1,Patrick ReedWe are proud to have you as our champion at Doral. Love the attitude &amp; the play. See you in March at the Cadillac WGC.
1,.@montgomeriefdn Your commentary this weekend was fantastic. People love what you say and how you say it.
1,.@Graeme_McDowell  You are the toughest guy there is. If you were a boxer youd be the champ. Great going!
1,.@WestwoodLee Great going this weekend. You are a true champion!
1,.@IanJamesPoulter Great going and almost as importantly your clothing line is selling well!
1,.@JustinRose99 The display you put on this weekend was unprecedented. Even the best putters couldn't believe it. You're amazing. See u soon.
1,.@McIlroyRory  What a year it has been for you  -- and this weekend topped it off. Fantastic job see u at Doral.
1,I thought I was being nice to somebody re their parents. I guess this teaches you not to be nice or trusting. Sad!
0,Some jerk fraudulently tweeted that his parents said I was a big inspiration to them + pls RTout of kindness I retweeted. Maybe Ill sue.
0,"@JamColley: We need to put aside partisan politics and realise the greatest thing we can do is work together to get Mr.T elected president.,09-29-2014 12:31:15,144,205,false,516565872128061441"
0,@joelledoucette: @realDonaldTrump FINALLY! Someone who gets what is really going on in this country! Please consider fixing it! #2016
1,@geomac24:  Interesting reports emerging after our No vote that soapy kept from us. Among them windfarms slashed property value by 12%
1,"@bitchClassyboSs: How I wish Mr Trump would write more books. So in love with his books. I am now writing ""The Art of the Deal Part II."
1,.@CharlieRymerGC  Charlie call me - we'll set up a match with Gary and Damon. Doral now finished and doing great!
1,I will be doing @foxandfriends at 7.00 (15 minutes).
1,Every time I speak of the haters and losers I do so with great love and affection. They cannot help the fact that they were born fucked up!
1,@Jennifer75AR: @realDonaldTrump @foxandfriends Hope you announce that you're running for president! You'd get my vote!
1,"@RockChristopher: I wasnt satisfied just to earn a good living. I was looking to make a statement. ~ Donald Trump,09-29-2014 00:09:32,70,136,false,516379210819338240"
1,@MotivationIdeas: Sometimes your best investments are the ones you don't make. ~ Donald Trump
1,@BesttQuotes_: When somebody challenges you fight back. Be brutal be tough.Donald Trump  True!
0,I will  be releasing the full interview with a guy named Baxter @antbaxter only to show the bias and stupidity of him and @BBCWorld. Clowns!
0,I will be on @foxandfriends Monday morning at 7.00. A lot to talk about!
0,@StephenNolan: I rarely get star struck - but I've just interviewed Donald Trump for @bbc5live yeeeehaaaaa
0,@KatieDaviscourt: I am totally voting for @realDonaldTrump if he runs for President!! Thanks.
0,@ChrisC_Skyward: Enjoying looking over the water from your Chicago hotel with my wife on our 5th anniversary. Great place!
1,@JefeClutch: @realDonaldTrump RUN FOR PRESIDENT
0,@MaryHukill:  Just bought at Macy's my 2014 installment of your Shirts for Christmas! Gorgeous colors this year! and Fabric.
1,The animal who beheaded the woman in Oklahoma should be given a very fast trial and then the death penalty. The same fate - beheading?
1,I wonder if I run for PRESIDENT will the haters and losers vote for me knowing that I will MAKE AMERICA GREAT AGAIN? I say they will!
0,Can you believe we still have not gotten our Marine out of Mexico. He sits in prison while our PRESIDENT plays golf and makes bad decisions!
1,@selbyke: @realDonaldTrump @TrumpLasVegas stayed last month great time great service great pool &amp; great view of 'The Strip' from room!
0,My friend Derek is a special athlete and special person--there is nobody like him. @Yankees
0,Las Vegas' most elite destination @TrumpLasVegas' has 64 stories of golden glass &amp; offers ultimate luxury http://t.co/x4x5eYYR8a
0,Success depends...on how effectively you learn to manage the game's two ultimate adversaries: the course and yourself. - @jacknicklaus
0,With $250M of renovations Trump Int'l DCs 250 expansive guest rooms will be DC's top offering of amenities &amp; views http://t.co/fruEPjLajZ
0,Internationally recognized as an iconic landmark @TrumpTowerNY beams over Fifth Avenue http://t.co/lMiPOU4Pj9
0,@YouKnowYourNice @realDonaldTrump you are the man telling it how it is with no 2nd guessing. I respect you.  Thank you.
1,@LoganB58 So cool to see @realDonaldTrump respond to so many people who tweet at him. A true role model in the business world.  Thanks.
0,@BillyDHayes Nothing but respect for someone who can speak their mind without fear of censorship! Thank you for being that guy! Thank you.
1,@RealPro4Real @TheMilliardaire @Trump_Ireland  Wow the golf course in Ireland is designed with great taste &amp; attention to detail! :-) Thx
1,@GrandeEvents Can't wait for the opening of your new hotel in the old post office building in DC. We know it will be fabulous!  Thank you.
1,People are loving the new line of Trump ties and shirts at Macy's. Check them out!
1,Watching the Ryder Cup on @GolfChannel. Very interesting and tough matches. Amazing sport my favorite!
0,@JSL79 I hope you will consider buying back the Trump Plaza &amp; Taj returning them to the great places they once were Will take a hard look.
0,Ill bet if I didnt harass Apple for the last 2 years about the large screen iPhone they wouldnt have done itbut it bends &amp; breaks!
0,.@RosieNo offense and good luck on the new show but remember you started it!    http://t.co/Ag3TyZZxOh
1,When youre in a fight with a bully always throw the first punchand dont telegraph ithit hard &amp; hit fast!
0,The U.S. should not be giving away our strategy &amp; tactics to the enemy so they can prepare. Just go and do what you have to do!
0,Go to http://t.co/3azIAQHTvX to help my friend Scott Brown take back our Senate.
1,@oasisjosh @GlennInvestor @realDonaldTrump his books are great Thanks.
1,@ItsDeMarioW: Donald Trump is my favorite Mac Miller song  And mine tooooo!
0,@SapThrows: This coming election is the first one I can vote in and I hope @realDonaldTrump runs so he can get my vote #Trump2016
0,@Parslow_88: @realDonaldTrump lets go #Trump2016
0,@oasisjosh: If I was an American I'm sure I would vote for @realDonaldTrump for president.
0,@JoePreni: I've never voted before but if @realDonaldTrump runs for president I'll vote for him. #trump
0,"@chuckiswhite: @realDonaldTrump 2016,09-24-2014 23:48:37,6,16,false,514924395840946176"
1,"@ryan__schiller: @realDonaldTrump reading Never Give Up"" by Donald Trump he is my idol. Please see this Mr. Trump!!""  Great."
1,Happy New Year to all my Jewish friends celebrating the holiday.
0,Congratulations @TrumpSoHo on being named a Great East Coast Hotels for Teens and Families by @ParadeMagazine http://t.co/KzgqiC5F34
1,Someone unknown tweeted incorrectly that I'm for Sen. Mitch @McConnellPress for speaker. I'm supporting him for Senate Majority Leader
0,The 2013 @NJPGA Course of the Year Trump Natl Bedminster is honored to be hosting the 2022 @PGAChampionship http://t.co/5FPbwMcL0n
0,Via @BBCNews: Donald Trump golf clubhouse at Menie approved  http://t.co/In1XMFWqyC
1,@ScotlandGolf1 @IvankaTrump @TrumpScotland  It is one of the best courses i have played and one i recommend to all our clients. Thank you.
0,With Terry McAuliffe Gov of Virginia at the Trump Winery in Charlottesville VA--largest on East Coast. @GovernorVA http://t.co/onCh3WxPWL
1,@buddholly: @realDonaldTrump you are my #1 man. please run for president i cannot vote for anyone else! Thanks.
0,"@calihose3: @realDonaldTrump Trump 2016! #trump2016 Please! Bring class leadership and competence back to #America. You have my vote!,09-24-2014 04:56:52,19,44,false,514639580386316289"
1,@jdbailey08: @realDonaldTrump you're my hero. Keep up the good work. #TrumpForPresident
1,@spencerpyoung: If @realDonaldTrump runs for president it will be the first time I actually go out and vote. Great!
1,@ShayDud: @realDonaldTrump If you can dream it you can do it. waltdisney Hope your dreaming of 1600 Pennsylvania Ave.
1,@ga888ino: @realDonaldTrump what's holding you back from running for president? Live &amp; die for your beliefs... Stay tuned!
1,@ITS_TIMe31: Can @realDonaldTrump please run for president!
0,@Lotuschild32: @realDonaldTrump U would do more in 1 week than Obama has in 6 yrs! #Trump4Prez #FireObama
0,@Jennifer75AR: @realDonaldTrump @EmoHermione I hope that he runs also! We need a real leader in DC.
1,@prolifictweeter: @realDonaldTrump I hope you run for president too
1,@TimGebby: I'm back following @realDonaldTrump and my twitter life just got better! #PresidentofTweet Great.
1,@TimeReckoner: @realDonaldTrump Donald Trump needs to run for President. You'll have my Vote when you decide to run for Office. Thank you.
1,"@straussanator: @realDonaldTrump When is the Apprentice coming back? Very soon recently finished shooting - and it is great!,09-23-2014 23:33:16,19,43,false,514558143083585537"
1,@EmoHermione: I really really really hope that @realDonaldTrump runs for president. It would make all my dreams come true. Thanks.
0,@MathewPrinsen: @realDonaldTrump I was wondering your take on Obama saluting with a coffee in his hand? Big deal or no? Terrible!
1,@CahlRStorrie When I go to New York my first second and third stop is @TrumpTowerNY and hopefully get to see @realDonaldTrump  Great!
0,Do more be more give more--and everyone will benefit.  Think Like a Champion
0,Offering top amenities along w/ award winning architectural design  @TrumpChicagos condominiums are world-class http://t.co/YyAajZiG4Q
1,Obamacare Data Mismatch Could Leave Thousands Uninsured http://t.co/11X7cE3mRY ObamaCare is not working and has missed all targets.
1,Obama administration said that Saudi Arabia was on Syrias border http://t.co/s4AI85JHSe   Wrong. These are the civilians planning the war.
1,The @ForbesInspector &amp; @AAAnews 5 star restaurant @TrumpNewYorks @Jean_GeorgesNYC is NYC's top destination  http://t.co/8CK5Pcdfsf
0,Zegarelli and Vescio:  Pine Road looks like hell. Must be re-paved nowvery bad for town.  @BriarcliffManor
1,DAMAC &amp; #Trump Organization are developing a 2nd Trump #golf course Trump World Golf Club #Dubai at AKOYA Oxygen! http://t.co/HLCYGmiBKB
1,@donallentown: @realDonaldTrump @KyleKissKiss not only do you have a great name.. you'd win and do a great job. Hug @IvankaTrump for me :)
1,@ThissenRolf: @realDonaldTrump i'm a german social democrat but don go for president. I want to see real competition
1,@LyricalmafiaRum: Will TRUMP-A-MANIA run wild again in Atlantic City? DonaldTrump @HulkHogan #Wrestlemania4 #wrestlemania5 @VinceMcMahon
1,@LyricalmafiaRum: @realDonaldTrump TRUMP-A-MANIA NEEDS TO RUN WILD AGAIN IN AC! So true after I left it lost all energy and spirit!
0,@betocolombia1: @realDonaldTrump @KyleKissKiss  Donald you will win but I have pray for you becuse it is the destiny of earth!!
0,@Karabeckley:  @KyleKissKiss couldn't agree more! Please our country needs a true strong leader! I'm terrified for this country now!
1,@KyleKissKiss: @realDonaldTrump run for president win and handle it!
0,According to many ISIS was given so much time and so many signals as to when we would start bombing that they were able to prepare and hide
0,Why would the people of Kentucky want a rookie Senator they have Sen. Mitch @McConnellPress who may be next Leader &amp; bring $s to KY
0,Always bear in mind that your own resolution to succeed is more important than any other.  Abraham Lincoln
0,Now Obama is having our army coordinate with Iran against ISIS. Whats next?
0,Obamas rollout of his ISIS war plan is another unmitigated disaster. The Generals must be furious.
0,From rags to riches and back to rags! http://t.co/NpY9Nw6fvJ
1,Interesting article about Atlantic City http://t.co/jzU0kObjRm
0,Briarcliff Manor Mayor Vescio is doing a terrible job. Taxes way too high roads in terrible conditionrepave Pine Road. @BriarcliffManor
0,@AAszkler: @realDonaldTrump @tylerasmith1 GOP will not win until they fire all of the political consultants
0,@CahlRStorrie: @realDonaldTrump @wolf_grayson he will win in 2016
1,@Chazman321: @realDonaldTrump You should run for POTUS I would back you 110%!
1,@rummypent: @realDonaldTrump @johneharmon man I'd love to see u as our prez. U speak my language sir. God love you  Thank you!
1,@wolf_grayson: @realDonaldTrump Donald Trump 2016. You better win.
0,@breemomma33: @realDonaldTrump Always enjoy listening to you on @foxandfriends Too bad this Administration doesn't take your advice!
1,@johneharmon: @realDonaldTrump great segment on fox and friends. #takebacksenate
1,@RobHelm78: @realDonaldTrump @foxandfriends Thank God I need my DT fix Cute!
1,@socalmike_SD: @realDonaldTrump @foxandfriends Wish you were President right now...One can hope...We need a leader in a leaderless country
1,@socalmike_SD: @realDonaldTrump @foxandfriends Why do all u haters follow Trump...pathetic Good question!
0,Good morning. I will be on Fox and Friends at 7.00 (30 minutes). Enjoy! @foxandfriends
0,@ilenayankoviak: @realDonaldTrump Trump 2016?
1,"@AndyAy:DonaldTrump Good to hear news of you and Turnberry in Ayrshire Scotland. South Ayrshire has best weather in Scotlandso good choice,09-22-2014 00:30:06,17,22,false,513847673745846275"
0,Our country has become so politically correct that it has lost all sense of direction or purpose. We are unable to move forward painlessly.
1,Without passion you dont have energy and without energy you have nothing! Just one more of my totally brilliant quotes - use it well.
0,The NFL should have its non-profit status immediately revoked while at the same time ending the giant tax scam which makes teams so valuable
1,@kylegolfmtnbike: @realDonaldTrump NFL is forever changed and I'm afraid in ten years it will be gone or flag football
0,The NFL image is really tarnished! Now if the sponsors start leaving and the ratings go down the NFL will be in big trouble. Boring games!
0,They just called this the biggest scandal in U.S. sports history (GMA). Roger looks really weak and indecisive must put on a better front!
0,What separates the winners from the losers is how a person reacts to each new twist of fate.
0,"Do you believe that Obama is giving weapons to ""moderate rebels"" in Syria.Isn't sure who they are. What the hell is he doing.Will turn on us"
0,Why are we sending thousands of ill-trained soldiers into Ebola infested areas of Africa! Bring the plague back to U.S.? Obama is so stupid.
1,@PWR34: Wow @realDonaldTrump knows how to build 'em. #Chicago http://t.co/I2k2K9PoGQ  True!
1,Roger Goodell must stop apologizing to everyone who will listen and toughen up. His street smart players are laughing at him and the NFL!
0,Effective leadership is putting first things first. Effective management is discipline carrying it out. - Stephen Covey
1,Brand new selection of Trump Signature Collection shirts and ties @Macys.  Go check them out.
1,The Wilson family should thank me. Pegula overpaid for the @buffalobills because of me!
1,Leading by 13 over Landrieu in a @FoxNews poll @BillCassidy will beat her in November.
1,China's the leading exporter of Iraqi oil yet they wont lift a finger against ISIS. Why should we do the heavy lifting for Chinas gain?
1,Trump Natl Westchester is among the most highly regarded clubs in New York. A great place. http://t.co/sWFmZzsaaC
0,@000HermanSJr000  The views surrounding all your prestigious establishments are always breathtaking. You are a businessman &amp; artist  Thx
1,@Jefferysiegrist                                  @realDonaldTrump just passed the great man's tower! http://t.co/5x8wod4r96  Nice.
0,Congratulations to Georgina Bloomberg on winning the inaugural Central Park Grand Prix CSI 3*  @MikeBloomberg
0,I am convinced that if @AlexSalmond had not pushed ugly wind turbines all over Scotland the vote would have been much better for him!
1,The people of Scotland have spokena great decision. I wish @AlexSalmond well &amp; look forward to playing golf with him at Aberdeen!
0,Learn work and think in equal proportions and you'll be going in the right direction.
1,Realize that persistence can go a long way. Being stubborn is often an attribute.
0,@Gregshades @realDonaldTrump in 2017 when obama (hopefully) leaves office and we can began to rebuild America from his nightmare. Thx
1,@NYCdeb8tr: @realDonaldTrump We have 2 more years of suffering under Obama. Can we at least have some fun while suffering? #Trumpfan
1,@JZ561: @realDonaldTrump Seriously love all things Trump! #justsayin Thanks.
0,@NotoriousGeko: @realDonaldTrump Donald trump for president!
1,@ewalkdog33: @realDonaldTrump even if it's only 4 years be president and fix this countries economy
1,@ClaudeVanPelt: @realDonaldTrump Donald Trump is the only man who can save this country and run it efficiently. Many agree thanks!
1,@_spock: RT @mrgrumpystephen: Hi @realDonaldTrump its my birthday any chance of a retweet  Happy birthday!
1,@lightlybarbara: @realDonaldTrump Donald Trump you should run for president seriously
1,"@pharlap9 @realDonaldTrump Emanuel is nuts period! Your sign is wonderful"" on your building in Chicago!"" Thank you."
1,@NYCdeb8tr  Mr. Trump I would love to see you spice things up and cut a rug on #DancingWiththeStars They would love to have me!
0,".@TrumpGolfLA is @theknots pick for the ""Best of Weddings""  with our Vista Terrace looking over the Pacific Ocean  http://t.co/TijMQ1OxD0"
1,@Luigiboria  Congratulations on getting the Miss Universe Pageant to come to Doral/Miami - it will be a great show and a tremendous success!
1,@VinceMcMahon: Way to go @realDonaldTrump what a good sport. http://t.co/qqxRaTlKpP  Vince only for you!
1,@woofeous: @realDonaldTrump @TrumpNewYork Love how Donald races to top to be the best in everything he puts his name on.
0,@1SimranjitSingh: @realDonaldTrump Donald Vs. Vince McMahon at Wrestlemania 23. EPIC
0,Sometimes you have to take a half step back to take two forward. - @VinceMcMahon
1,The Iraqi army has squandered the majority of the weapons &amp; training we gave them for 10 long years. When will we learn?
0,So Obama wants to bomb ISIS in Iraq &amp; arm them in Syria? What is he doing!
0,Are the Republicans going to blow their chance to take the Senate? Must focus on ObamaCare and amnesty.
1,Must read article by @boonepickens &amp; @AmbJohnBolton: Americas Untapped Energy Weapon http://t.co/MlCkUYsMPm We don't need foreign oil!
1,With panoramic views of Central Park &amp; the Manhattan skyline 5 Star @TrumpNewYork offers 176 newly  renovated rooms http://t.co/4WnfqUygW8
1,It was a great honor to be on @MikeAndMike on @espn. Wow the response was amazing!
1,Great article on so-called climate change formerly known as global warming. http://t.co/fEYAhQ7lGB
0,There is a point in every contest when sitting on the sidelines is not an option.  -- Dean Smith
1,@Valbano206: Loved listening to @realDonaldTrump this morning on @MikeAndMike fantastic and true view points on the sad state of the NFL
1,@GZervs: Great job on @espn this morning. @realDonaldTrump could run the NFL much better
0,@jake_wilfong: @realDonaldTrump was speaking the truth this morning on @MikeAndMike. Too many flags let the boys play.
0,"@dmadan81: The NFL is becoming unwatchable; because of the flags"" -@realDonaldTrump"""
0,@jmart1128: Loving @realDonaldTrump on @MikeAndMike this morning!
1,@williamwatp: @realDonaldTrump great phone interview on espn! Ps forget buffalo buy the Chicago @Cubs #sonsofwrigley
0,@itguy7305: @realdonaldtrump I can't believe I agree with everything you said on @MikeAndMike #worldisover
0,@GameANew: @realDonaldTrump Absolutely right!! #mikeandmike
1,@pittab: @MikeAndMike you guys need to have @realDonaldTrump on every week!
1,@CJDischinger: @MikeAndMike --- so @realDonaldTrump for @nfl commish? Loved his views.
1,@bhamp23: @realDonaldTrump @espn great interview
1,@louis_the_iv: Idk if anyone watched Mike and Mike this morning but @realDonaldTrump spoke the absolute truth
1,@sinksinksink1: @realDonaldTrump everything you just said on mike&amp;mike was exactly what Ive been waiting for someone to say. Thank you!
1,@MarkMizzouSteel: LOVE hearing @realDonaldTrump laying the hammer on the @nfl on @MikeAndMike this morning. Trump For Commissioner!!!!!
1,@uwsp46: @realDonaldTrump @nfl ur so right about the nfl becoming a game Not worth watching anymore PC ppl have killed the game
0,@bluedish: @realDonaldTrump @espn spot on interview! ?? let em play put the flags away!
0,@AllanBell247: Did anyone just see @realDonaldTrump on @MikeAndMike? He nailed it.
0,@HelLo4T: PREACH @realDonaldTrump !!! U killed it on @MikeAndMike ! #NFLestaDepinga
1,@TRUEQUE02: @realDonaldTrump love your response on @MikeAndMike this morning regarding the @nfl brand ??
1,@titansfan1967: @realDonaldTrump @espn I loved your views on ESPN this morning. Need your views in the NFL.
1,@Hai: I couldn't agree more with @realDonaldTrump about the NFL becoming the No Fun League. I'm glad someone finally came out and said it!
1,"@beasonshane: @Espngreeny @espngolic great call from @realDonaldTrump 100% agree with him on the stated of the NFL and football in general.,09-17-2014 12:10:33,6,7,false,512212006926299137"
0,@WayneHancock88: I think that @realDonaldTrump should be the next Commissioner of the @nfl! #BringBackFootball
1,@Waltthew: @MikeAndMike Fantastic interview of Mr. T both on a business perspective and a fan. Maybe the best interview you have ever had.
0,@jared_searcy88: @MikeAndMike @realDonaldTrump is the man.
0,@thesa: @Espngreeny @MikeAndMike @espngolic Listen to what @realDonaldTrump said He just summed up what all the fans feel about the league
0,@David_Perilla3: @realDonaldTrump thanks for telling it how it is
1,@B_Dussault: @realDonaldTrump should be on @MikeAndMike everyday. Such an interesting guy. Thanks.
0,@SouthernRambler: @realDonaldTrump @espn you were right on! Agreed with product on field is horrible
0,@StClou: Have to agree with Mr. T what will ruin NFL is not the off-field idiocy but the on field idiocy of penalizing every hard tackle
1,@jphillipsLO: @realDonaldTrump @espn You were spot on about the game of football being boring. Too many flags.
1,@MostonTyler: @MikeAndMike @realDonaldTrump 100% right about the excessive flags and tackling
1,@TheRxElite: @realDonaldTrump loved your time on @MikeAndMike today. Great points and views.
0,@Echo5Chrly: @MikeAndMike for once @realDonaldTrump makes sense. The @nfl has become less entertaining due to all the flags.
1,@AriansFetus: @MikeAndMike @realDonaldTrump WOW what did I wake up to? Awesome take.  #NFL
0,@DeejayWalmix: Everything @realDonaldTrump said right on the money! @Espngreeny @espngolic ???
0,@Todd_H @MikeAndMike -Let the court &amp; league discipline them and move on. Agree with Mr. T the @nfl needs to worry about product on field
0,@bxrocboy: @Espngreeny @realDonaldTrump was right. The NFL is ruining the game with all of the penalties. As a fan I'm losing interest.
1,@rclark_randy: @realDonaldTrump great interview on @MikeAndMike this AM! The Donald for commissioner!!
1,@iMarle64: @MikeandMike Wowan actual good guest?? @RealDonaldTrump keeping it real on his view of the #NFL?? #refreshing
0,@Skelify: @Espngreeny Completely agree with what @realDonaldTrump just said about the penalties and the hits. [1/2]
1,@J_Hawk25: @realDonaldTrump well said this morning on @MikeAndMike the NFL has become the No Fun League. #nfl
1,@coreymccrack3n: @realDonaldTrump had a good point this morning on @MikeAndMike. The refs are flag happy and make watching games boring.
0,On Mike and Mike @espn in two minutes!
1,In order to stop the Ebola outbreak in Africa perhaps the President should put all Africans on ObamaCare rather than sending the troops!
0,Success is having to worry about every damn thing in the world except money. - Johnny Cash
0,Every day Mexico continues to hold Sgt. Tahmooressi is an insult to our country.
0,IMPORTANT - @RepMattSalmon &amp; @RepEdRoyce will hold a hearing on Oct. 1w/USMC Sgt. Tahmooressis mother &amp; wife http://t.co/jiIYPL3SKE
1,Right To Play uses the power of play to educate and empower children facing adversity. A great cause--check it out. http://t.co/lvS6IMvfTT
0,Just met with David Perdue @Perduesenate. Hes a fantastic guy who will fight hard against ObamaCare. He will win!
0,@NewMexicoRoni @realDonaldTrump sadly they of course will blame you for the failure. Idiots.  And I haven't been there in years.
1,@Yankee_RangerNV @realDonaldTrump Don't forget you were also the ONLY person to host Wrestlemania in back to back years So true thanks.
1,@sirsmooth61 taj employee here mr trump we will welcome you back with open arms! We need you back! Thanks Mark I am looking!
0,We must immediately stop all air traffic coming from the Ebola infected areas of Africabefore it is too late.
0,Entrepreneurs:  Believe in yourself. If you don't no one else will either.
0,Entrepreneurs: Achievers move forward at all times. Achievement is not a plateau it's a beginning.
1,I've realized that success requires 100% effort and 100% focus. Nothing less.
1,Does anybody notice that Atlantic City lost its magic after I left years ago. I had the big boxing introduced UFC (ask Dana)the best shows
0,Can you believe that the U.S. will be sending 3000 troops to Africa to help with Ebola.They will come home infected? We have enough problems
0,It is so sad to see what has happened to Atlantic City. So many bad decisions by the pols over the years - airport convention center etc.
1,I left Atlantic City years ago good timing. Now I may buy back in at much lower price  to save Plaza &amp; Taj. They were run badly by funds!
0,If you cant focus with unyielding resolve then you will never be successful. Believe in yourself and you can accomplish your goals.
0,Don't expect to build up the weak by pulling down the strong. - Calvin Coolidge
0,Congratulations to Obama on building a strong economy. There are 49500000 people on food stamps. A historic record!
0,Obamas promise to build an international coalition against ISIS is already broken. No one trusts him at home or abroad.
0,Via @newhampshirecom:Tickets on sale for Loeb School Event featuring Donald Trump http://t.co/AFxKhHrpSM
0,Via @nbc6: @MissUniverse Pageant Coming to @TrumpDoral in 2015 http://t.co/KqvoeKLJAN
1,With championship links @TrumpScotlands world-class amenities also include dining &amp; luxury accommodations  http://t.co/zBVwkzPYYi
1,Good luck to the people of Scotland whatever their decision may be on Thursday. The whole world is watchingreally exciting!
1,@jcartmell_2011: I honestly think he needs to run for president. I'd vote for him in a heart beat. Man's a genius!! Thank you!
0,I will be on Fox and Friends at.7.00 A.M. Enjoy!
0,@MikeyJFitz: @realDonaldTrump Thru rough times 1 thing that keeps me going I wasn't one of the idiots that voted for Obama. #Trump2016
0,@AndyHemmins: @realDonaldTrump #MissUSA is way classier than #MissAmerica
1,@KevHegarty: Please please please let @realDonaldTrump run for president. That would be awesome.
0,@mkristin73: @realDonaldTrump I honestly don't doubt it. We need a real leader in there.
0,@MattMan612: I'm on board with @realDonaldTrump #Trump2016
1,@mkristin73: @realDonaldTrump so are you running for president? Time will soon tell but if I do our country will be great again!
1,@IndyBuffaloJim:  All fact but of course haters never check the DATA your business decisions are sound &amp; you have the success 2 prove it
1,@JaredAustinThom: We just need to let @realDonaldTrump run the whole world. #Trump2016 It would be a fantastic place thanks!
0,@CahlRStorrie: @realDonaldTrump you always know what to say. You're an inspiration for millions if not billions. Thank you.
1,I have nothing to do with Atlantic City-sold years ago (great timing). For losers and haters I NEVER went bankrupt. Plus $10 billion sorry
1,@BenTrolling: @realDonaldTrump @EastonWestwood That isn't even a real number! Nice try you will see Donald Trump by a landslide in 2016!
0,Money was never a big motivation for me except as a way to keep score. The real excitement is playing the game!
